K1,K2,K3,K4,K5,K6,K7,K8,K9,K10,Good
6.062178,9.56092,-1.628128,1.732051,12.62665,0.588897,5.871652,-2.113102,1.835974,-10.392305,0
7.569062,8.85078,-1.073872,1.801333,10.253741,0.536936,7.950113,-4.243524,2.06114,-12.522727,1
8.972023,10.981202,-2.73664,1.177795,10.998523,0.658179,9.093267,-4.745819,3.637307,-11.60474,0
7.465139,9.335754,-1.108513,2.563435,11.25833,0.536936,7.222652,-4.278165,1.71473,-12.93842,1
8.279203,10.011254,-1.558846,3.74123,12.973061,3.100371,5.888973,-4.122281,-0.051962,-9.907331,0
10.409625,11.500817,-2.875204,2.217025,11.431535,1.073872,9.855369,-6.547152,4.156922,-13.250189,0
6.547152,9.647523,-1.143154,2.701999,13.423394,0.952628,6.166101,-3.360179,2.684679,-11.015843,0
10.478907,9.786087,-1.69741,1.593487,8.227241,0.935307,10.340343,-6.391267,1.801333,-14.722432,0
6.096819,9.87269,-1.212436,1.939897,12.695932,0.6755,5.888973,-2.320948,1.853294,-11.033164,0
7.222652,8.348485,-1.073872,1.524205,12.176317,0.727461,6.928203,-2.944486,2.286307,-11.25833,0
5.767729,8.140639,-0.242487,3.602666,11.189048,0.571577,5.975575,-4.070319,0.848705,-11.137087,0
5.490601,9.439677,-0.935307,2.217025,13.717842,0.467654,5.837011,-2.546115,3.377499,-10.877279,0
6.373947,9.751446,-0.969948,1.454923,12.678612,0.866025,5.923614,-1.870615,1.628128,-11.93383,0
8.1926,8.712216,-1.212436,1.524205,8.816139,0.831384,8.469728,-4.486012,1.03923,-12.314881,0
7.049447,9.162549,-1.905256,1.939897,11.171728,0.363731,7.188011,-3.637307,2.026499,-10.201779,1
7.655665,9.820728,-2.04382,2.494153,10.634792,0.554256,7.776908,-4.76314,2.009179,-11.899189,1
8.764177,9.682164,-1.558846,2.355589,11.067805,0.588897,8.885421,-5.715768,3.498743,-13.128945,0
6.218062,9.491638,-1.212436,3.533384,13.059663,0.883346,6.235383,-4.260845,2.788602,-10.963882,0
5.906293,8.556331,-0.727461,2.286307,12.176317,0.658179,5.923614,-2.701999,1.593487,-11.466176,0
6.010216,8.261882,-0.658179,2.701999,11.93383,0.640859,5.767729,-2.979127,0.987269,-11.25833,1
8.52169,11.379574,-2.909845,2.217025,12.089715,0.848705,8.400446,-5.092229,3.793191,-12.020433,0
5.559883,8.989344,-1.385641,2.632717,12.401484,0.450333,5.80237,-2.944486,1.974538,-10.271061,1
6.339306,9.006664,-1.108513,2.078461,12.003112,0.779423,6.373947,-2.944486,1.887935,-10.790677,0
7.724947,11.067805,-3.290897,1.247077,13.423394,0.814064,7.586383,-3.325538,4.347448,-9.630202,0
9.301113,10.253741,-2.355589,1.524205,10.392305,0.779423,9.058626,-5.074909,2.684679,-12.505407,0
6.47787,10.669433,-2.39023,1.870615,14.376022,1.004589,6.010216,-2.37291,3.39482,-10.028574,0
7.984754,7.898152,-0.450333,1.939897,9.803408,0.710141,8.054036,-4.486012,1.402961,-12.107035,1
9.87269,10.288382,-1.939897,4.018358,8.885421,0.866025,9.682164,-8.17528,1.801333,-13.423394,0
6.010216,9.19719,-0.935307,2.286307,12.903779,0.814064,5.733088,-2.528794,1.887935,-10.91192,1
9.439677,10.496228,-2.251666,2.078461,12.107035,1.056551,9.075946,-5.629165,4.243524,-13.319471,0
5.80237,10.080536,-2.04382,3.39482,12.28024,0.606218,5.958255,-3.862473,1.922576,-9.422356,1
8.313844,9.803408,-2.251666,3.879794,12.26292,3.08305,5.975575,-4.347448,-0.623538,-8.972023,0
8.002075,9.855369,-2.182384,2.078461,10.929241,0.710141,7.915472,-4.486012,2.234346,-11.622061,0
7.032126,9.075946,-1.351,5.12687,12.488086,0.987269,6.512511,-6.13146,1.957217,-11.483497,1
9.474318,9.838049,-2.320948,1.801333,10.58283,0.952628,8.954703,-5.230793,2.442192,-12.661291,0
6.82428,11.067805,-1.905256,1.732051,13.025022,1.004589,5.888973,-2.113102,1.454923,-12.020433,0
10.011254,10.807997,-3.325538,2.494153,10.946561,1.108513,9.179869,-6.13146,2.667358,-12.055074,0
6.096819,8.556331,-1.281718,3.39482,11.310292,0.536936,6.391267,-4.278165,1.472243,-10.115177,1
5.698447,8.52169,-0.796743,3.39482,12.574689,0.606218,5.923614,-3.810512,2.199705,-11.189048,0
6.062178,11.951151,-4.122281,1.454923,14.064253,0.658179,5.767729,-1.71473,3.013768,-8.054036,0
5.888973,10.600151,-2.04382,2.009179,13.30215,0.69282,5.819691,-2.320948,2.528794,-11.119766,0
8.313844,10.271061,-2.771281,1.870615,11.760625,1.125833,7.82887,-4.191563,2.580756,-9.474318,1
6.82428,9.699485,-1.69741,3.186973,14.012291,1.264397,5.888973,-3.568025,2.442192,-10.859959,0
7.690306,9.491638,-2.04382,1.524205,12.436125,1.108513,7.274613,-3.290897,2.771281,-10.323023,0
5.681127,7.672985,-0.173205,0.831384,10.548189,0.259808,5.819691,-1.143154,-0.017321,-9.145228,1
10.478907,9.786087,-1.69741,1.593487,8.227241,0.935307,10.340343,-6.391267,1.801333,-14.722432,0
8.85078,11.344933,-3.048409,4.295486,11.466176,0.935307,8.573651,-7.343895,3.186973,-10.998523,0
7.759588,10.738715,-0.554256,2.771281,9.924651,0.969948,7.603703,-4.849742,0.796743,-15.138124,0
7.239972,10.634792,-0.796743,3.186973,10.478907,0.710141,7.274613,-4.953665,1.264397,-14.289419,1
5.78505,10.201779,-0.554256,2.701999,11.639381,0.398372,5.871652,-3.08305,1.125833,-13.042343,1
7.413177,9.751446,-1.420282,2.078461,11.570099,0.727461,7.205331,-3.775871,2.04382,-12.488086,0
6.252703,8.902741,-0.519615,0.900666,11.691343,0.796743,5.888973,-1.281718,0.69282,-11.015843,0
12.886458,10.305702,-1.939897,3.39482,11.58742,4.728499,9.145228,-6.997485,0.363731,-11.985792,0
6.82428,9.179869,-1.69741,1.108513,11.743304,0.571577,6.651075,-2.268987,1.749371,-10.374984,1
5.888973,10.600151,-2.04382,2.009179,13.30215,0.69282,5.819691,-2.320948,2.528794,-11.119766,0
8.556331,10.357664,-2.73664,1.732051,10.807997,0.969948,8.227241,-4.451371,2.182384,-11.58742,0
6.218062,9.630202,-1.351,2.009179,12.886458,0.6755,5.958255,-2.459512,2.06114,-11.310292,0
8.590972,8.348485,-0.831384,2.217025,10.097856,0.69282,8.989344,-5.681127,2.909845,-13.700522,0
9.387715,9.266472,-0.866025,2.078461,10.530869,1.229756,9.075946,-5.629165,2.71932,-14.687791,0
6.321985,9.058626,-0.277128,4.156922,11.691343,0.727461,6.616434,-5.265434,2.078461,-13.042343,0
6.720357,12.055074,-2.355589,3.048409,12.28024,0.935307,6.651075,-4.208883,2.39023,-11.24101,1
6.339306,9.422356,-1.489564,1.524205,12.817176,0.6755,5.992896,-2.026499,1.991858,-10.548189,1
7.932793,10.617471,-2.39023,3.39482,13.30215,2.805922,5.888973,-3.775871,0.623538,-9.353074,0
8.019395,8.365805,-0.415692,0.415692,10.859959,0.831384,7.395857,-2.303628,1.108513,-10.877279,0
8.452408,10.686753,-2.909845,2.286307,10.184459,1.247077,8.313844,-5.092229,1.835974,-11.015843,0
7.707626,10.149818,-1.524205,1.247077,12.314881,0.917987,7.378536,-3.100371,2.788602,-12.557368,0
8.348485,11.119766,-2.04382,2.494153,14.410663,1.091192,7.413177,-4.382089,4.312807,-12.62665,0
6.651075,9.924651,-1.420282,1.524205,13.458035,0.917987,6.010216,-2.026499,2.303628,-10.080536,0
9.318433,12.245599,-2.459512,2.979127,11.500817,0.883346,8.53901,-5.992896,2.684679,-14.705111,0
6.633755,9.093267,-1.385641,2.078461,12.62665,0.710141,6.321985,-2.909845,2.165064,-10.409625,1
8.123318,10.444266,-2.04382,2.355589,11.899189,1.02191,7.82887,-4.659217,2.857884,-11.344933,0
9.734126,11.25833,-2.494153,2.009179,10.530869,0.866025,9.526279,-5.992896,3.221615,-13.198227,0
7.932793,10.288382,-1.385641,3.39482,11.743304,1.02191,7.551742,-5.421319,2.338269,-12.540048,0
5.733088,10.392305,-1.108513,2.424871,12.643971,0.779423,5.888973,-2.805922,2.165064,-12.349522,0
8.002075,10.652112,-2.598076,2.632717,12.574689,0.831384,7.724947,-4.849742,3.498743,-11.292971,0
6.304665,10.045895,-2.39023,2.840563,13.873727,0.727461,5.992896,-3.342858,3.08305,-9.456997,1
8.1926,8.746857,-0.796743,2.217025,11.310292,0.935307,7.49978,-4.208883,1.593487,-13.406073,0
9.041305,10.340343,-3.152332,1.939897,10.097856,1.108513,8.85078,-5.265434,2.182384,-10.756036,0
11.067805,10.184459,-2.320948,2.771281,9.993933,0.969948,10.496228,-7.724947,3.290897,-14.30674,0
12.158997,9.179869,-1.281718,3.048409,11.310292,5.040268,7.811549,-5.352037,-1.749371,-11.743304,0
5.78505,9.249151,-1.385641,1.732051,12.470766,0.658179,5.854332,-2.113102,1.974538,-9.993933,1
8.435087,9.491638,-1.385641,2.909845,10.929241,0.866025,8.1926,-5.594524,2.355589,-12.851817,0
6.772319,11.951151,-2.667358,2.147743,14.237458,0.848705,6.166101,-2.805922,3.273576,-11.102446,0
5.629165,7.759588,-0.69282,2.701999,11.24101,0.831384,5.750409,-2.944486,0.588897,-9.231831,0
6.079498,10.652112,-2.598076,0.623538,13.388753,0.796743,5.888973,-1.004589,2.563435,-9.023985,0
8.53901,8.972023,-1.628128,2.217025,10.461587,0.883346,8.417767,-5.12687,2.234346,-11.379574,1
8.279203,10.028574,-1.974538,2.078461,12.765214,0.848705,7.361216,-3.931755,2.684679,-12.62665,0
9.647523,10.063215,-1.766692,3.186973,9.335754,1.02191,9.301113,-6.962844,1.71473,-14.150855,0
8.400446,9.907331,-2.182384,2.217025,12.349522,1.143154,7.863511,-4.572614,3.152332,-11.518138,0
6.391267,9.439677,-1.073872,2.632717,13.354112,1.02191,6.044857,-3.186973,2.580756,-11.102446,0
6.235383,9.093267,-0.588897,2.494153,11.431535,0.831384,5.958255,-2.944486,0.588897,-12.436125,0
9.526279,11.085125,-3.464102,3.048409,13.354112,3.897114,6.512511,-4.052999,0.32909,-8.17528,0
7.291934,12.089715,-1.143154,3.39482,11.292971,1.056551,7.118729,-5.005627,1.71473,-14.705111,0
7.395857,9.231831,-2.251666,2.078461,11.881869,0.796743,7.205331,-3.793191,2.424871,-9.283792,1
6.581793,9.231831,-1.69741,2.286307,12.973061,0.727461,6.46055,-3.256256,2.840563,-10.028574,1
9.976613,10.323023,-2.251666,1.939897,10.998523,0.935307,9.595561,-6.010216,3.637307,-12.973061,0
6.027537,9.075946,-1.143154,2.009179,11.91651,0.710141,6.096819,-2.615397,1.610807,-10.2191,1
6.13146,9.56092,-1.835974,2.632717,12.297561,0.519615,6.114139,-3.238935,1.870615,-10.340343,0
7.880831,9.456997,-0.796743,1.316359,12.089715,0.848705,6.893562,-2.701999,1.472243,-13.561958,0
5.629165,9.249151,-0.935307,2.078461,11.154407,0.658179,5.80237,-2.39023,0.658179,-11.344933,0
8.071357,9.023985,-0.969948,1.454923,11.24101,1.922576,6.928203,-2.875204,0.502295,-12.072394,0
5.923614,9.786087,-1.835974,2.217025,12.418804,0.883346,5.958255,-2.667358,1.887935,-9.941972,0
8.608293,8.417767,-0.969948,2.009179,9.941972,0.987269,8.313844,-4.815101,1.437602,-12.765214,0
8.071357,9.595561,-1.247077,1.524205,11.085125,0.6755,7.984754,-3.983717,2.407551,-11.396894,0
6.339306,10.080536,-1.281718,3.325538,13.596599,0.831384,6.13146,-3.931755,2.944486,-11.639381,0
6.183421,9.318433,-1.004589,1.939897,12.072394,0.917987,5.871652,-2.320948,1.160474,-11.518138,1
9.838049,9.21451,-1.524205,2.009179,8.746857,1.108513,9.370395,-5.854332,1.073872,-14.168176,0
9.87269,9.162549,-0.866025,1.662769,8.660254,1.056551,9.456997,-5.594524,1.125833,-14.964919,0
6.13146,10.028574,-1.524205,2.424871,12.314881,0.710141,5.975575,-2.892525,1.610807,-11.344933,0
9.075946,9.838049,-1.108513,1.801333,11.639381,0.866025,8.920062,-5.213473,3.879794,-14.064253,0
6.13146,9.301113,-1.351,2.840563,12.020433,0.969948,6.114139,-3.446781,1.593487,-10.323023,0
7.101408,10.340343,-1.835974,2.217025,13.423394,0.814064,6.841601,-3.550704,3.481422,-11.189048,0
10.444266,13.406073,-3.152332,2.563435,10.686753,1.004589,9.751446,-6.772319,3.117691,-15.32865,0
7.274613,8.105998,-0.381051,0,13.059663,1.281718,5.923614,-0.415692,1.108513,-10.652112,0
9.370395,9.491638,-1.524205,2.078461,10.080536,1.108513,9.318433,-5.871652,2.771281,-13.821765,0
6.027537,10.807997,-1.143154,3.048409,12.453445,0.848705,5.888973,-3.429461,1.680089,-12.817176,0
6.062178,9.838049,-1.281718,2.632717,12.695932,0.640859,5.923614,-3.048409,1.957217,-11.760625,1
8.53901,9.526279,-1.905256,2.009179,9.803408,0.779423,8.365805,-4.867063,1.472243,-12.817176,0
7.84619,11.015843,-2.73664,2.563435,12.713253,0.848705,7.569062,-4.624576,3.481422,-11.206369,0
6.945524,11.570099,-2.632717,3.117691,12.95574,0.917987,6.720357,-4.330127,2.927166,-11.327612,0
7.274613,10.011254,-1.004589,1.316359,12.107035,0.814064,7.118729,-2.927166,2.546115,-12.574689,0
9.127908,11.396894,-2.771281,2.286307,10.617471,0.814064,9.075946,-5.837011,3.06573,-12.505407,0
5.975575,9.803408,-1.766692,2.217025,13.042343,0.744782,5.733088,-2.459512,2.06114,-10.340343,0
10.56551,8.53901,-0.69282,1.732051,8.105998,0.917987,10.323023,-6.529832,1.610807,-15.519175,0
5.888973,8.52169,-0.935307,2.078461,12.834496,0.433013,5.78505,-2.39023,2.095781,-10.496228,1
6.495191,9.976613,-1.69741,1.732051,13.544637,0.6755,5.975575,-2.199705,2.476833,-10.634792,0
7.239972,10.167138,-0.727461,1.732051,12.141676,0.744782,6.841601,-3.06573,2.06114,-13.319471,1
5.958255,9.803408,-1.558846,3.186973,14.064253,0.917987,5.906293,-3.568025,3.342858,-6.14878,0
6.096819,8.123318,-0.450333,2.009179,11.795266,0.571577,5.871652,-2.37291,0.917987,-11.91651,0
7.482459,9.21451,-1.212436,2.078461,11.552779,0.883346,6.997485,-3.568025,1.541525,-12.60933,0
8.53901,10.374984,-2.632717,1.524205,11.847228,0.969948,8.348485,-4.347448,3.429461,-11.015843,0
10.115177,12.055074,-2.182384,2.771281,10.253741,0.935307,9.578241,-6.80696,2.667358,-15.934867,0
7.863511,11.119766,-3.013768,2.979127,13.856406,0.969948,7.586383,-5.057588,4.641896,-10.496228,0
7.811549,8.279203,-0.727461,3.39482,12.089715,0.883346,7.638344,-5.525242,3.031089,-11.310292,0
8.331164,9.405036,-1.766692,2.009179,12.366843,0.969948,7.603703,-4.08764,2.667358,-11.847228,0
5.992896,14.410663,-3.429461,2.494153,12.869138,0.588897,5.906293,-2.909845,2.217025,-11.674022,1
8.729536,9.751446,-2.528794,2.355589,10.097856,0.779423,8.798818,-5.646486,2.442192,-11.483497,0
6.80696,9.162549,-0.831384,1.247077,12.695932,1.073872,6.425908,-2.165064,2.217025,-10.686753,0
6.270024,9.941972,-1.662769,1.316359,14.289419,1.264397,5.819691,-1.628128,3.135012,-10.409625,0
5.888973,8.642934,-0.415692,3.186973,11.431535,1.073872,5.78505,-3.464102,0.588897,-11.344933,0
8.677575,11.154407,-3.429461,1.870615,10.738715,1.091192,8.227241,-4.589935,1.991858,-10.600151,0
8.52169,9.647523,-2.251666,3.256256,9.976613,0.69282,8.660254,-6.408588,2.251666,-12.141676,0
6.547152,8.227241,-0.969948,2.286307,11.275651,0.866025,6.287344,-3.08305,0.831384,-11.310292,1
6.772319,11.708663,-2.979127,2.355589,14.895637,0.935307,6.252703,-3.100371,4.10496,-10.253741,0
7.274613,8.833459,-0.831384,2.217025,11.448856,0.848705,6.945524,-3.654627,1.541525,-10.877279,0
8.036716,11.362253,-3.08305,3.810512,13.232868,0.796743,7.759588,-6.062178,4.191563,-11.102446,0
9.508959,12.436125,-2.355589,2.632717,11.327612,1.091192,8.816139,-5.906293,2.823243,-15.034201,0
8.660254,10.513548,-2.459512,2.632717,10.963882,0.606218,8.417767,-5.542563,2.615397,-11.93383,1
9.716805,9.820728,-1.281718,2.147743,10.184459,0.848705,9.526279,-6.13146,2.892525,-13.96033,0
6.754998,8.8681,-1.801333,1.662769,12.505407,0.866025,6.789639,-2.944486,2.805922,-9.941972,1
5.854332,9.439677,-1.073872,2.078461,11.881869,0.606218,5.767729,-2.355589,1.091192,-11.535458,1
6.928203,11.847228,-2.182384,3.256256,13.111625,1.02191,6.339306,-4.08764,2.338269,-11.777945,0
7.482459,10.115177,-1.385641,2.286307,11.518138,0.710141,7.17069,-3.949076,1.853294,-13.180907,0
10.946561,9.439677,-1.905256,1.870615,8.972023,0.831384,10.56551,-6.893562,2.528794,-14.583868,0
9.89001,10.167138,-2.528794,1.939897,11.102446,1.091192,9.508959,-5.923614,3.654627,-12.522727,0
7.205331,8.452408,-0.277128,1.593487,12.003112,0.6755,7.343895,-3.429461,2.961807,-11.708663,0
6.252703,8.885421,-0.554256,1.939897,12.93842,0.727461,5.923614,-2.355589,2.009179,-11.58742,0
7.932793,10.513548,-1.662769,1.524205,13.336791,0.502295,7.82887,-3.827832,4.486012,-12.574689,0
7.569062,8.400446,-0.450333,1.524205,11.275651,0.727461,7.032126,-3.048409,1.247077,-13.336791,1
6.737678,8.746857,-1.420282,2.563435,11.102446,0.502295,7.014806,-4.08764,1.922576,-10.704074,1
7.136049,8.816139,-1.212436,1.801333,10.877279,1.402961,6.46055,-2.771281,0.190526,-10.634792,1
7.222652,10.167138,-1.939897,2.355589,13.215548,1.801333,5.923614,-2.771281,1.316359,-10.773356,0
9.353074,8.036716,-0.311769,2.355589,7.84619,0.952628,9.006664,-5.854332,-0.017321,-13.925688,1
7.205331,12.26292,-2.771281,1.662769,14.860996,0.935307,6.14878,-2.303628,3.429461,-11.829907,0
7.309254,8.157959,-0.658179,2.078461,9.422356,0.519615,7.759588,-4.330127,1.108513,-10.58283,1
6.183421,8.660254,-0.277128,2.563435,12.245599,0.969948,5.837011,-2.892525,1.212436,-12.314881,0
8.019395,11.431535,-3.152332,2.771281,12.020433,0.917987,7.759588,-5.022947,2.996448,-10.340343,0
9.422356,11.275651,-3.152332,3.464102,10.963882,1.108513,9.21451,-7.15337,3.39482,-11.570099,0
6.13146,9.179869,-1.247077,2.009179,12.643971,0.640859,5.767729,-2.286307,1.576166,-10.738715,1
7.932793,10.444266,-2.494153,3.39482,13.28483,0.952628,6.997485,-4.884383,2.823243,-11.639381,0
8.590972,9.439677,-1.69741,3.671948,10.946561,1.056551,8.331164,-6.47787,2.442192,-11.639381,0
7.188011,11.189048,-2.251666,1.524205,12.297561,1.02191,6.841601,-2.857884,2.268987,-10.58283,0
6.616434,10.478907,-1.974538,1.732051,13.64856,0.969948,5.888973,-2.113102,2.286307,-10.8946,0
8.816139,8.885421,-1.489564,1.732051,10.426946,0.779423,8.452408,-4.676537,1.991858,-12.332202,0
5.923614,9.87269,-2.251666,2.078461,14.462624,0.917987,5.837011,-2.407551,3.689268,-9.370395,0
8.071357,9.664844,-1.212436,1.593487,10.461587,0.519615,8.17528,-4.260845,2.217025,-13.025022,1
9.422356,10.704074,-1.905256,2.355589,8.989344,0.796743,9.422356,-6.252703,1.835974,-14.912957,0
9.491638,10.357664,-2.251666,1.801333,12.26292,2.909845,7.257293,-3.550704,0.762102,-9.89001,0
9.162549,10.496228,-2.528794,1.801333,11.93383,1.195115,8.53901,-4.815101,3.273576,-10.305702,0
7.257293,10.998523,-1.939897,2.147743,12.228279,0.917987,6.754998,-3.39482,1.957217,-12.176317,0
10.444266,10.253741,-1.489564,3.186973,10.392305,1.160474,9.803408,-7.447818,2.927166,-14.99956,0
9.162549,11.448856,-3.152332,1.662769,11.708663,1.108513,8.885421,-5.022947,3.74123,-10.756036,0
6.703037,9.699485,-1.939897,5.12687,13.163586,0.866025,6.235383,-5.871652,2.459512,-10.444266,1
6.529832,9.249151,-1.351,1.662769,12.210958,0.935307,6.010216,-2.165064,1.177795,-10.807997,0
5.958255,11.085125,-2.251666,2.909845,13.215548,0.883346,5.975575,-3.377499,2.684679,-10.825318,0
6.529832,9.023985,-0.935307,2.563435,11.674022,0.415692,6.373947,-3.446781,1.420282,-12.107035,1
5.992896,9.474318,-0.935307,2.771281,12.401484,0.294449,6.010216,-3.290897,1.957217,-12.193638,1
6.945524,10.045895,-1.939897,2.771281,13.163586,1.506884,5.837011,-3.100371,1.36832,-10.115177,0
8.694895,9.370395,-1.143154,3.464102,9.474318,0.571577,8.660254,-6.616434,1.576166,-13.769804,0
5.559883,7.655665,-0.173205,2.078461,10.842638,0.381051,5.733088,-2.320948,0.277128,-11.379574,1
9.5436,10.357664,-2.39023,2.563435,10.825318,1.195115,9.266472,-6.304665,3.238935,-12.540048,0
7.932793,10.496228,-2.494153,3.464102,12.540048,0.935307,7.621024,-5.577204,3.325538,-11.119766,0
6.14878,9.803408,-1.801333,1.454923,13.475355,1.056551,5.78505,-1.732051,2.37291,-9.456997,0
6.391267,9.56092,-1.108513,2.563435,12.505407,0.987269,6.235383,-3.290897,2.06114,-11.362253,0
6.14878,8.383126,-1.108513,3.048409,12.540048,1.125833,5.78505,-3.325538,1.437602,-10.080536,0
8.504369,9.664844,-1.420282,3.39482,12.436125,0.866025,8.019395,-5.888973,3.39482,-13.076984,0
