K1,K2,K3,K4,K5,K6,K7,K8,K9,K10,Good
6.114139,9.093267,-1.004589,2.147743,11.414215,0.502295,6.495191,-3.152332,1.818653,-11.25833,1
8.781498,10.998523,-2.251666,3.39482,13.007702,1.091192,7.794229,-5.663806,3.238935,-12.522727,0
6.235383,8.764177,-0.935307,1.662769,12.574689,0.866025,5.837011,-1.991858,1.489564,-10.773356,0
8.383126,9.959292,-1.628128,0.969948,12.418804,0.640859,7.811549,-3.273576,3.135012,-11.396894,1
8.660254,10.617471,-2.494153,2.424871,10.859959,0.831384,8.383126,-5.282755,2.39023,-12.176317,0
7.742267,8.972023,-1.69741,2.424871,10.600151,0.744782,7.898152,-4.815101,2.130422,-10.58283,1
7.742267,8.694895,-1.351,3.39482,11.951151,0.848705,7.447818,-5.334716,2.580756,-10.167138,0
6.321985,9.179869,-0.866025,2.009179,11.674022,0.450333,6.356626,-2.875204,1.593487,-12.037753,0
8.071357,10.288382,-1.351,2.840563,11.483497,0.710141,7.915472,-5.248114,2.71932,-13.613919,0
6.581793,9.838049,-1.558846,1.801333,13.336791,0.831384,5.975575,-2.268987,2.182384,-10.91192,0
9.266472,9.578241,-1.558846,1.939897,11.206369,0.987269,8.712216,-5.12687,2.788602,-13.406073,0
6.80696,10.530869,-1.801333,2.009179,13.215548,1.351,5.819691,-2.320948,1.524205,-10.998523,0
5.767729,9.491638,-1.004589,2.632717,11.760625,0.814064,5.767729,-2.909845,1.056551,-11.656702,1
9.127908,10.998523,-2.320948,3.39482,10.184459,0.969948,8.937382,-6.80696,2.355589,-12.851817,0
8.313844,10.56551,-2.39023,3.048409,11.58742,1.091192,7.967434,-5.507922,2.684679,-11.171728,0
8.556331,9.301113,-1.351,1.870615,10.305702,0.744782,8.52169,-4.884383,2.268987,-13.30215,0
9.89001,10.167138,-2.528794,1.939897,11.102446,1.091192,9.508959,-5.923614,3.654627,-12.522727,0
8.746857,10.548189,-0.969948,4.849742,10.409625,0.779423,8.885421,-8.209921,2.857884,-14.531906,0
10.253741,12.695932,-2.771281,2.979127,10.686753,1.056551,9.699485,-7.136049,3.204294,-15.242047,0
7.066767,10.132497,-1.905256,2.147743,11.518138,0.571577,7.257293,-3.897114,2.442192,-11.60474,0
6.252703,10.323023,-2.320948,3.256256,14.358701,0.969948,5.888973,-3.637307,3.360179,-9.301113,0
8.590972,9.335754,-1.69741,4.711178,10.167138,0.935307,8.573651,-7.759588,2.147743,-12.314881,0
8.937382,8.694895,-0.519615,4.503332,11.171728,1.576166,8.1926,-7.188011,2.095781,-12.522727,0
6.47787,10.340343,-1.281718,2.147743,14.705111,0.917987,6.096819,-2.73664,3.897114,-11.777945,0
10.704074,9.578241,-1.489564,2.147743,10.097856,1.091192,10.340343,-6.945524,3.446781,-15.207406,0
7.049447,9.19719,-0.969948,3.117691,12.851817,0.536936,6.564473,-4.174242,2.407551,-12.436125,0
5.819691,7.82887,-0.519615,2.563435,11.448856,0.502295,5.715768,-2.805922,0.640859,-10.617471,1
6.200742,9.21451,-1.558846,2.147743,12.713253,0.744782,5.940934,-2.598076,1.922576,-10.444266,1
8.660254,11.570099,-3.048409,2.632717,13.561958,1.143154,8.071357,-5.178832,4.468691,-10.58283,0
10.56551,10.080536,-1.939897,2.701999,8.435087,0.744782,10.790677,-7.950113,2.823243,-14.635829,0
6.720357,10.23642,-1.073872,1.732051,11.24101,0.640859,7.066767,-3.290897,2.130422,-12.228279,0
7.759588,9.838049,-2.667358,5.057588,13.440714,2.73664,5.78505,-5.334716,0.727461,-8.642934,0
6.46055,9.907331,-1.628128,2.771281,12.869138,0.727461,5.923614,-3.186973,1.732051,-11.275651,1
7.724947,9.353074,-2.355589,2.771281,12.384163,0.640859,7.638344,-4.901704,3.41214,-10.617471,1
6.668396,9.318433,-1.143154,0.69282,13.63124,1.351,5.888973,-1.073872,2.217025,-8.937382,0
8.469728,10.56551,-2.598076,4.295486,10.929241,0.710141,8.469728,-7.239972,2.823243,-11.362253,0
6.183421,10.426946,-1.662769,2.217025,12.020433,0.554256,6.096819,-2.823243,1.558846,-11.518138,1
5.837011,8.383126,-0.727461,2.286307,12.141676,0.779423,5.819691,-2.615397,1.472243,-10.426946,1
6.252703,9.716805,-1.905256,2.078461,13.336791,0.658179,6.010216,-2.598076,2.632717,-9.734126,1
9.768767,8.937382,-1.108513,1.524205,11.327612,1.143154,9.023985,-5.040268,3.08305,-14.618509,1
8.17528,10.963882,-2.355589,2.355589,13.700522,1.160474,7.395857,-4.243524,3.793191,-11.552779,0
8.123318,10.859959,-2.805922,3.464102,10.080536,0.848705,8.383126,-6.339306,2.199705,-11.24101,0
8.694895,11.639381,-3.568025,4.572614,11.691343,1.004589,8.52169,-7.569062,3.464102,-9.924651,0
7.724947,10.513548,-2.875204,4.018358,12.228279,0.814064,7.707626,-6.200742,3.342858,-10.23642,0
6.200742,8.694895,-0.519615,2.494153,12.93842,0.744782,5.958255,-2.944486,2.130422,-11.171728,0
6.339306,9.751446,-1.766692,2.355589,12.488086,0.796743,6.044857,-2.909845,1.766692,-10.825318,1
8.694895,9.491638,-0.554256,1.870615,14.427983,3.654627,5.733088,-2.095781,0.6755,-11.58742,0
6.772319,9.075946,-0.969948,2.701999,14.098894,0.848705,6.010216,-3.204294,2.823243,-12.228279,0
6.287344,8.417767,-0.588897,1.247077,13.076984,1.108513,5.888973,-1.628128,2.04382,-11.033164,0
7.084088,9.456997,-0.727461,2.217025,11.171728,0.796743,7.118729,-3.827832,1.801333,-12.678612,0
5.611845,8.002075,-0.519615,2.078461,11.899189,0.727461,5.819691,-2.407551,1.454923,-10.513548,1
5.837011,9.162549,-1.004589,2.424871,13.769804,0.744782,5.819691,-2.753961,3.100371,-10.91192,0
6.425908,11.24101,-2.805922,2.355589,13.891047,0.866025,6.044857,-2.909845,3.08305,-9.353074,1
8.677575,10.409625,-2.73664,1.662769,10.8946,1.073872,8.227241,-4.382089,2.147743,-11.292971,0
5.750409,8.53901,-1.004589,1.662769,11.25833,0.32909,6.235383,-2.407551,1.506884,-9.786087,1
7.534421,9.023985,-1.524205,4.988306,12.314881,0.831384,7.395857,-6.876242,3.048409,-11.466176,0
8.209921,8.833459,-1.212436,1.939897,10.686753,0.502295,8.17528,-4.607255,2.303628,-12.834496,1
8.123318,9.993933,-1.939897,1.801333,12.124356,0.779423,7.967434,-4.260845,3.41214,-12.401484,0
7.395857,10.011254,-2.39023,1.732051,12.505407,0.744782,7.118729,-3.342858,2.823243,-10.392305,0
6.373947,11.206369,-1.489564,1.870615,11.500817,0.69282,6.235383,-2.598076,1.073872,-13.180907,1
7.014806,9.179869,-1.073872,1.870615,11.223689,0.987269,6.789639,-3.152332,1.264397,-12.124356,0
7.430498,10.807997,-1.69741,1.593487,11.951151,0.779423,7.257293,-3.342858,2.511474,-12.176317,0
8.885421,9.976613,-1.69741,2.355589,11.881869,0.848705,8.798818,-5.646486,4.070319,-13.458035,0
7.551742,9.387715,-0.831384,1.593487,10.825318,0.987269,7.309254,-3.39482,1.36832,-12.176317,0
7.222652,9.630202,-2.355589,2.909845,12.193638,0.502295,7.551742,-4.953665,3.550704,-9.976613,1
6.200742,9.162549,-1.108513,1.177795,12.228279,0.796743,6.287344,-1.957217,2.078461,-10.686753,0
6.339306,8.17528,-0.554256,1.801333,11.812587,0.969948,6.027537,-2.320948,1.004589,-10.877279,0
9.145228,10.617471,-2.217025,1.801333,10.946561,0.917987,8.989344,-5.265434,3.204294,-12.851817,0
6.651075,8.885421,-1.212436,3.39482,11.639381,0.831384,6.564473,-4.451371,1.593487,-11.067805,0
7.967434,9.751446,-1.974538,2.078461,13.198227,0.866025,7.066767,-3.637307,2.840563,-11.743304,0
5.196152,9.647523,-2.39023,2.147743,13.180907,0.415692,5.750409,-2.407551,3.013768,-7.932793,1
6.166101,9.993933,-2.04382,2.286307,13.752483,0.935307,5.923614,-2.701999,2.909845,-9.699485,0
8.85078,9.006664,-0.450333,2.147743,12.141676,0.796743,8.244562,-4.884383,3.256256,-14.445304,1
7.291934,8.85078,-0.796743,1.801333,12.158997,1.056551,6.754998,-3.048409,1.853294,-10.409625,0
9.924651,9.89001,-2.04382,2.286307,11.154407,1.108513,9.075946,-5.837011,2.805922,-13.336791,0
6.287344,8.487049,-0.866025,2.009179,11.310292,0.519615,6.651075,-3.152332,1.801333,-9.838049,1
7.482459,10.011254,-1.351,2.355589,13.250189,1.125833,6.010216,-2.857884,1.264397,-12.453445,0
6.997485,9.456997,-1.524205,1.662769,11.483497,0.69282,6.980165,-3.152332,1.974538,-10.444266,1
6.13146,8.140639,-0.381051,2.424871,13.63124,0.831384,5.992896,-2.927166,3.013768,-10.790677,1
8.764177,10.011254,-2.078461,1.870615,9.664844,0.658179,9.456997,-5.78505,3.186973,-12.678612,0
6.373947,10.271061,-1.835974,2.217025,12.817176,0.744782,6.010216,-2.73664,1.991858,-10.946561,1
5.871652,9.56092,-0.69282,2.563435,12.055074,0.796743,5.854332,-2.927166,1.420282,-12.245599,1
6.893562,9.907331,-2.182384,2.632717,13.28483,1.472243,5.837011,-2.961807,1.541525,-9.716805,0
8.331164,8.625613,-1.004589,1.870615,9.093267,0.554256,8.729536,-5.092229,1.69741,-12.730573,1
9.526279,9.647523,-1.073872,1.939897,11.310292,1.108513,8.85078,-5.265434,2.909845,-13.527317,0
8.85078,8.365805,-0.969948,2.009179,9.266472,0.69282,8.781498,-5.282755,1.454923,-13.475355,1
7.101408,8.209921,-0.658179,1.939897,9.838049,0.554256,7.517101,-3.949076,1.247077,-12.055074,1
10.617471,10.201779,-1.905256,1.454923,10.23642,1.472243,10.011254,-5.940934,3.06573,-14.098894,0
7.551742,13.336791,-5.715768,2.009179,12.436125,0.727461,7.863511,-4.364768,4.08764,-7.395857,0
7.361216,9.941972,-1.212436,1.03923,10.877279,0.917987,7.343895,-2.875204,1.680089,-12.851817,0
8.764177,9.526279,-1.835974,2.355589,10.807997,1.229756,8.105998,-4.936345,1.680089,-12.661291,0
6.079498,8.227241,-0.450333,2.217025,11.431535,0.952628,5.888973,-2.598076,0.606218,-10.063215,1
9.716805,11.795266,-2.494153,5.12687,11.622061,0.917987,8.816139,-8.417767,2.961807,-14.601188,0
9.162549,11.033164,-2.459512,2.979127,11.864548,0.883346,8.781498,-6.235383,3.689268,-12.95574,0
7.534421,8.1926,-0.796743,2.078461,10.392305,0.467654,7.967434,-4.537973,2.268987,-12.453445,0
6.529832,9.145228,-1.247077,2.217025,14.462624,1.073872,5.871652,-2.580756,3.152332,-10.444266,0
6.599114,13.388753,-4.468691,1.732051,14.531906,0.987269,5.80237,-2.04382,3.06573,-8.85078,0
6.651075,9.491638,-1.835974,2.286307,12.470766,0.536936,6.564473,-3.360179,2.476833,-9.89001,1
6.720357,10.288382,-1.351,1.593487,12.834496,1.36832,6.062178,-2.147743,1.71473,-11.223689,0
8.417767,9.041305,-1.420282,1.939897,9.058626,0.640859,8.625613,-5.057588,1.36832,-11.58742,1
6.270024,10.444266,-1.905256,2.217025,12.643971,0.571577,5.940934,-2.667358,1.784012,-10.288382,1
5.750409,9.041305,-1.558846,2.009179,12.124356,0.6755,5.733088,-2.251666,1.36832,-9.786087,0
10.149818,9.508959,-1.212436,4.572614,9.734126,0.917987,9.924651,-8.972023,2.857884,-14.427983,0
6.408588,10.132497,-0.796743,3.810512,12.453445,0.987269,6.114139,-4.41673,1.749371,-12.349522,0
6.096819,9.491638,-2.251666,2.355589,13.908368,0.6755,5.78505,-2.667358,2.961807,-9.075946,1
6.270024,8.920062,-1.662769,1.524205,12.488086,0.831384,5.940934,-1.974538,1.628128,-10.149818,1
9.664844,10.097856,-1.801333,2.147743,10.738715,0.883346,9.5436,-6.166101,3.585345,-14.220137,0
9.595561,10.305702,-2.251666,2.009179,9.959292,0.779423,9.19719,-5.698447,2.234346,-13.28483,0
7.188011,10.340343,-2.39023,1.939897,13.146266,0.866025,6.668396,-3.100371,2.771281,-10.323023,0
8.920062,10.23642,-1.766692,3.464102,9.786087,0.883346,8.885421,-6.82428,2.06114,-13.076984,0
7.915472,9.335754,-1.835974,3.39482,12.314881,0.554256,7.915472,-5.80237,3.706589,-8.313844,0
9.907331,9.370395,-1.420282,1.870615,9.19719,0.710141,9.803408,-6.166101,2.37291,-14.168176,1
6.651075,10.496228,-1.212436,2.217025,12.62665,0.606218,6.339306,-3.048409,2.130422,-13.007702,0
6.789639,9.387715,-1.281718,1.801333,13.925688,1.004589,6.114139,-2.407551,2.840563,-10.8946,0
6.304665,9.5436,-1.385641,3.464102,13.163586,0.883346,5.906293,-3.879794,2.199705,-7.863511,1
8.383126,10.028574,-0.969948,1.801333,11.60474,0.831384,7.776908,-4.070319,2.251666,-14.150855,0
8.937382,12.661291,-5.161511,1.732051,11.25833,1.108513,8.590972,-4.815101,2.979127,-8.954703,0
7.586383,11.93383,-4.537973,1.316359,12.592009,0.883346,7.343895,-3.152332,3.169653,-8.071357,0
6.218062,8.261882,-0.450333,3.533384,12.834496,0.571577,5.819691,-3.862473,1.784012,-11.067805,1
9.335754,11.24101,-2.39023,2.009179,10.721394,0.952628,9.301113,-5.78505,3.41214,-12.730573,0
5.992896,8.833459,-1.143154,2.078461,12.384163,0.571577,5.80237,-2.407551,1.576166,-10.305702,1
7.603703,9.630202,-1.351,2.147743,11.362253,0.917987,7.17069,-3.810512,1.576166,-12.453445,0
9.993933,11.033164,-1.835974,3.256256,11.396894,1.125833,9.751446,-7.465139,4.278165,-14.895637,0
5.78505,8.816139,-1.662769,2.078461,12.314881,0.727461,6.096819,-2.684679,2.251666,-9.058626,1
10.929241,10.426946,-2.217025,1.732051,9.474318,0.866025,10.461587,-6.651075,2.840563,-14.497265,0
6.720357,10.877279,-1.662769,0,12.089715,1.247077,5.958255,-0.450333,0.762102,-10.756036,0
9.456997,10.2191,-2.771281,1.801333,10.305702,0.917987,9.023985,-5.317396,2.37291,-12.107035,0
5.559883,9.249151,-1.420282,2.217025,13.371432,0.640859,5.888973,-2.598076,3.06573,-9.664844,0
7.066767,10.340343,-1.835974,1.870615,14.497265,0.952628,6.027537,-2.39023,2.961807,-11.448856,0
5.80237,9.5436,-1.212436,2.355589,12.055074,0.571577,5.733088,-2.580756,1.195115,-11.466176,0
9.127908,11.379574,-2.528794,1.801333,11.033164,1.056551,8.798818,-5.074909,2.927166,-12.903779,0
9.751446,9.058626,-1.143154,1.870615,8.816139,0.987269,9.820728,-6.166101,2.130422,-14.65315,0
6.13146,9.803408,-1.489564,1.662769,12.661291,0.727461,5.940934,-2.113102,1.939897,-10.946561,1
10.357664,11.344933,-2.528794,2.840563,10.790677,0.987269,9.803408,-7.101408,3.41214,-14.445304,0
8.435087,10.045895,-2.251666,2.355589,12.557368,0.848705,8.435087,-5.265434,4.41673,-11.639381,0
7.794229,11.189048,-2.632717,1.939897,12.245599,0.848705,7.638344,-4.070319,3.204294,-11.656702,0
6.599114,9.578241,-1.628128,2.424871,13.891047,1.02191,5.78505,-2.701999,2.338269,-10.56551,0
6.027537,9.387715,-1.004589,2.840563,12.93842,0.6755,6.14878,-3.481422,2.684679,-10.409625,0
6.425908,9.249151,-1.143154,1.662769,12.730573,1.004589,5.819691,-1.974538,1.420282,-11.466176,0
6.339306,9.630202,-1.628128,1.03923,12.851817,1.108513,5.923614,-1.454923,1.835974,-10.115177,0
6.547152,9.578241,-1.073872,0.277128,12.695932,1.195115,5.837011,-0.606218,1.299038,-10.842638,0
7.742267,10.530869,-1.801333,2.078461,11.448856,0.969948,7.672985,-4.243524,2.528794,-12.26292,0
8.313844,9.093267,-1.69741,1.870615,10.963882,0.779423,8.019395,-4.382089,2.165064,-11.847228,1
8.504369,8.590972,-1.247077,1.524205,10.392305,0.710141,8.694895,-4.711178,2.753961,-12.332202,0
8.296523,9.353074,-1.351,1.939897,10.184459,0.779423,8.227241,-4.659217,1.818653,-13.163586,0
10.56551,10.790677,-2.424871,3.879794,12.26292,1.247077,10.097856,-8.435087,5.265434,-13.97765,0
9.56092,11.812587,-2.459512,1.801333,8.937382,0.883346,9.595561,-5.871652,1.991858,-14.462624,0
6.772319,12.60933,-3.775871,3.186973,13.683201,0.814064,6.564473,-4.243524,3.516063,-9.959292,0
6.252703,9.318433,-0.381051,2.009179,14.635829,0.727461,6.13146,-2.632717,4.122281,-12.418804,0
6.858921,9.179869,-1.558846,2.355589,12.245599,0.606218,6.80696,-3.654627,2.476833,-10.929241,0
5.473281,7.49978,-0.450333,0.484974,12.765214,0.588897,5.80237,-0.796743,2.424871,-8.989344,0
6.373947,9.803408,-0.866025,1.870615,12.886458,0.796743,5.923614,-2.286307,1.835974,-12.210958,0
7.15337,9.370395,-2.04382,2.701999,11.881869,0.69282,7.15337,-4.364768,2.563435,-10.530869,1
7.759588,9.612882,-1.69741,1.801333,11.881869,0.987269,7.551742,-3.827832,2.650038,-11.275651,0
6.287344,9.422356,-1.247077,5.12687,13.059663,0.710141,5.923614,-5.542563,2.095781,-11.015843,0
5.594524,9.578241,-1.766692,2.840563,12.95574,0.796743,5.80237,-3.152332,2.494153,-9.786087,1
6.47787,9.664844,-0.727461,2.563435,12.470766,1.004589,5.871652,-2.927166,1.212436,-12.020433,0
7.984754,10.011254,-1.558846,3.325538,11.777945,1.056551,7.551742,-5.369358,2.37291,-12.158997,0
6.529832,9.231831,-1.420282,2.286307,12.95574,0.831384,6.079498,-2.875204,2.113102,-10.426946,1
6.564473,10.773356,-1.766692,1.732051,12.228279,0.606218,6.529832,-2.753961,2.199705,-11.067805,0
10.011254,12.401484,-3.08305,1.801333,10.773356,0.969948,9.87269,-6.13146,3.879794,-13.440714,0
8.140639,10.271061,-1.212436,1.524205,12.418804,0.814064,7.534421,-3.550704,2.823243,-13.613919,0
7.395857,9.595561,-1.766692,2.078461,13.094304,1.299038,6.668396,-3.238935,2.511474,-9.335754,0
6.200742,10.686753,-2.182384,4.156922,13.423394,0.917987,6.096819,-4.745819,2.892525,-10.444266,0
10.461587,9.993933,-1.801333,1.524205,8.435087,0.866025,10.132497,-6.13146,1.662769,-14.774393,0
6.14878,9.006664,-0.727461,2.563435,12.366843,0.848705,5.923614,-2.979127,1.541525,-11.847228,0
6.044857,10.496228,-0.727461,1.524205,12.990381,0.917987,5.888973,-1.905256,2.199705,-12.505407,0
6.252703,10.669433,-1.524205,1.732051,12.869138,0.571577,6.010216,-2.251666,2.165064,-11.639381,1
6.356626,10.704074,-2.251666,1.385641,13.925688,0.606218,6.010216,-1.887935,3.06573,-10.115177,0
8.573651,10.409625,-2.078461,1.385641,9.924651,0.866025,8.660254,-4.537973,2.147743,-12.678612,0
10.756036,9.803408,-1.662769,2.771281,8.279203,0.848705,10.929241,-8.157959,2.753961,-14.774393,0
9.249151,9.993933,-1.939897,1.524205,10.859959,0.952628,8.8681,-4.884383,2.823243,-12.851817,0
7.967434,8.798818,-1.628128,2.632717,10.496228,0.866025,8.036716,-5.161511,2.078461,-11.431535,0
6.443229,10.080536,-1.69741,2.701999,13.683201,1.073872,5.923614,-3.117691,2.563435,-10.721394,0
7.603703,10.253741,-2.632717,1.870615,11.414215,0.415692,7.950113,-4.312807,3.186973,-10.461587,0
10.946561,9.491638,-1.628128,2.909845,8.816139,0.987269,10.548189,-7.915472,2.338269,-14.912957,0
10.080536,9.855369,-2.04382,2.771281,9.612882,0.831384,9.630202,-6.858921,2.165064,-13.804445,0
9.075946,10.929241,-2.909845,3.671948,9.716805,0.969948,9.093267,-7.239972,2.251666,-11.223689,0
6.408588,9.353074,-1.801333,2.078461,14.462624,0.744782,6.062178,-2.632717,3.654627,-10.409625,1
9.249151,10.8946,-2.875204,3.74123,10.426946,0.969948,9.093267,-7.309254,2.788602,-11.864548,0
6.027537,8.608293,-1.073872,2.355589,12.851817,0.502295,5.854332,-2.71932,2.06114,-10.704074,1
8.764177,9.803408,-1.835974,1.870615,11.327612,0.6755,8.677575,-5.022947,3.342858,-12.886458,0
5.854332,9.838049,-0.450333,3.048409,12.349522,0.710141,6.027537,-3.568025,2.026499,-12.921099,1
7.551742,10.080536,-1.420282,2.494153,14.168176,1.073872,6.754998,-3.74123,3.602666,-12.055074,0
8.400446,9.907331,-2.182384,2.217025,12.349522,1.143154,7.863511,-4.572614,3.152332,-11.518138,0
6.408588,10.323023,-1.766692,1.524205,13.97765,0.744782,5.923614,-1.939897,2.892525,-11.119766,0
6.235383,9.664844,-1.281718,2.563435,12.921099,0.969948,5.923614,-2.979127,2.009179,-11.25833,0
6.287344,9.249151,-1.073872,2.563435,12.107035,0.969948,5.958255,-3.013768,1.212436,-11.25833,0
8.071357,9.89001,-1.662769,1.662769,12.020433,1.939897,6.789639,-2.944486,1.004589,-11.206369,0
7.17069,9.249151,-0.969948,2.355589,12.141676,0.571577,7.361216,-4.208883,3.169653,-12.470766,0
8.279203,9.716805,-1.766692,2.355589,12.349522,0.814064,8.140639,-4.988306,3.827832,-12.540048,0
7.361216,10.2191,-2.04382,2.078461,12.557368,1.073872,6.980165,-3.550704,2.632717,-10.859959,0
6.062178,10.271061,-1.766692,2.771281,12.592009,0.779423,5.837011,-3.100371,1.680089,-10.859959,0
5.80237,9.335754,-1.801333,2.217025,12.695932,0.814064,5.767729,-2.494153,1.957217,-8.885421,1
6.789639,9.595561,-1.281718,1.801333,11.864548,0.831384,6.235383,-2.546115,1.073872,-10.444266,1
6.772319,8.712216,-0.658179,1.939897,11.743304,0.571577,6.720357,-3.152332,1.887935,-12.765214,0
